Distance_km,Travel_Time_min,Avg_Speed_kmh,Traffic_Level,Vehicle_Type,Fuel_Type,CO2_Emission_kg
2.8,14,12,Severe,Motorcycle,Petrol,0.45
8.1,9.1,53.6,Low,Hatchback,Diesel,1.14
9,16.4,32.9,Moderate,SUV,Petrol,2.75
25.3,44.5,34.1,Moderate,SUV,Petrol,7.66
3.9,10.3,22.8,High,Sedan,Diesel,0.95
5.7,39.3,8.7,Severe,SUV,Diesel,2.19
6.4,20.4,18.8,High,SUV,Petrol,2.5
15.9,32.3,29.5,High,Hatchback,Petrol,3.34
7.1,23.7,18,High,Hatchback,Petrol,1.58
15.6,26.4,35.4,Moderate,Sedan,Petrol,3.37
16.7,130.1,7.7,Severe,Motorcycle,Petrol,2.68
17.8,46.4,23,High,SUV,Petrol,6.97
5.5,19.4,17,High,SUV,Petrol,2.06
3,5.5,32.5,Moderate,Hatchback,Petrol,0.57
31.1,34.7,53.8,Low,Hatchback,Petrol,4.82
8,13.6,35.3,Moderate,SUV,Diesel,2.01
19.9,31.2,38.3,Moderate,Hatchback,Diesel,3.34
10.9,50.7,12.9,Severe,Hatchback,Petrol,3.09
15.9,39.6,24.1,High,SUV,Petrol,6.14
3.1,5.5,33.9,Moderate,SUV,Petrol,0.96
44,57.4,46,Low,SUV,Petrol,10.89
2.6,9.6,16.3,High,Hatchback,Petrol,0.58
11.3,18.3,37,Moderate,Hatchback,Petrol,2.06
2.4,10.1,14.3,Severe,Hatchback,Petrol,0.66
5.2,25,12.5,Severe,SUV,Petrol,2.57
25.9,41,37.9,Moderate,Motorcycle,Petrol,2.56
12.3,15,49.1,Low,Hatchback,Diesel,1.75
30.1,42,43,Moderate,Hatchback,Petrol,5.04
29.3,56,31.4,Moderate,Sedan,Petrol,6.24
4.8,14.9,19.3,High,Motorcycle,Petrol,0.6
5.8,15.2,22.9,High,Sedan,Petrol,1.65
8.9,15.8,33.8,Moderate,Hatchback,Petrol,1.57
5.4,6.5,49.9,Low,Hatchback,Petrol,0.86
55.9,85.6,39.2,Moderate,Hatchback,Petrol,10
24.3,42.1,34.6,Moderate,SUV,Petrol,7.29
4.8,10.7,26.9,High,Sedan,Petrol,1.17
20,20.7,58.1,Low,SUV,Petrol,5.06
22.1,43.3,30.6,Moderate,SUV,Petrol,6.65
12.7,25.7,29.7,High,Hatchback,Petrol,2.67
9.1,12.4,44.2,Moderate,Hatchback,Petrol,1.57
6.7,7.1,57,Low,Sedan,Petrol,1.28
5.4,7.6,42.7,Moderate,Sedan,Diesel,0.99
19.6,34.5,34.1,Moderate,Sedan,Petrol,4.25
14.5,31.3,27.8,High,Motorcycle,Petrol,1.67
5.7,16.4,20.8,High,Hatchback,Petrol,1.35
36.7,78.1,28.2,High,Hatchback,Petrol,7.72
10.3,11.9,51.8,Low,Motorcycle,Petrol,0.9
20.2,34.6,35,Moderate,SUV,Petrol,6.27
4.3,7.1,36.2,Moderate,Motorcycle,Petrol,0.43
23.4,41.3,34,Moderate,Sedan,Petrol,4.99
7.2,28.2,15.3,High,Sedan,Diesel,1.83
9.5,11.9,47.8,Low,Sedan,Diesel,1.68
17.8,40.2,26.6,High,Sedan,Petrol,4.41
8.1,17.9,27.1,High,Hatchback,Petrol,1.65
4.4,10.4,25.4,High,SUV,Diesel,1.27
14,42.6,19.7,High,Motorcycle,Petrol,1.78
7.4,13.8,32.1,Moderate,SUV,Diesel,1.8
15.6,35.3,26.5,High,Sedan,Petrol,3.98
5.1,6.7,45.9,Low,Hatchback,Diesel,0.72
57.4,71.9,47.9,Low,SUV,Petrol,15.32
16.2,41.4,23.5,High,Sedan,Petrol,4.26
7.6,35.9,12.7,Severe,SUV,Petrol,3.43
19.2,27.2,42.3,Moderate,Hatchback,Petrol,3.35
2.2,5.5,23.9,High,SUV,Diesel,0.73
8.2,61.5,8,Severe,Motorcycle,Petrol,1.35
4.3,10.7,24.2,High,Sedan,Petrol,1.16
6.9,19.2,21.6,High,Hatchback,Petrol,1.6
10,13.7,43.7,Moderate,SUV,Petrol,2.94
30.5,72,25.4,High,SUV,Petrol,10.64
5.8,23,15.1,High,Sedan,Diesel,1.38
2.9,7.6,22.9,High,Motorcycle,Petrol,0.38
21.5,68.6,18.8,High,SUV,Diesel,6.91
29.8,39.7,45,Low,Motorcycle,Petrol,2.76
2.4,4.5,32.3,Moderate,Sedan,Petrol,0.55
6.1,9.7,37.8,Moderate,Motorcycle,Petrol,0.66
3.3,4.2,47.5,Low,Motorcycle,Petrol,0.3
17.7,38.5,27.6,High,Hatchback,Diesel,3.3
3.2,5,38.7,Moderate,Hatchback,Petrol,0.6
12.8,14.5,53.1,Low,Sedan,Petrol,2.34
18.9,64.4,17.6,High,Sedan,Petrol,4.91
3.1,3.4,54.4,Low,Sedan,Petrol,0.61
45.5,96.8,28.2,High,Hatchback,Petrol,9.84
7.2,21.6,20,High,Sedan,Diesel,1.76
3.4,10.5,19.4,High,SUV,Diesel,1.05
13.7,27.1,30.3,Moderate,Hatchback,Diesel,2.32
12.5,12.8,58.6,Low,Sedan,Petrol,2.45
12.5,18.1,41.4,Moderate,Hatchback,Diesel,1.89
3.1,7.4,25.3,High,Hatchback,Petrol,0.66
6,6.8,53,Low,Sedan,Petrol,1.19
19.7,43.1,27.4,High,Hatchback,Diesel,3.62
4.8,13.2,21.8,High,Sedan,Petrol,1.28
14.1,57.9,14.6,Severe,Hatchback,Petrol,4.05
17.8,117.4,9.1,Severe,Sedan,Petrol,6.18
14.8,63.9,13.9,Severe,Motorcycle,Petrol,2.33
4.1,11.8,20.8,High,Hatchback,Petrol,0.95
5.3,6.1,51.8,Low,Motorcycle,Petrol,0.48
9.1,12.2,44.8,Moderate,Motorcycle,Petrol,0.94
11.5,62.7,11,Severe,Motorcycle,Petrol,1.88
8,17.1,28,High,Hatchback,Petrol,1.72
11.9,76.8,9.3,Severe,Hatchback,Petrol,3.46
9.6,20.3,28.4,High,SUV,Petrol,3.18
11.9,43.8,16.3,High,Motorcycle,Petrol,1.52
9.2,18,30.7,Moderate,Motorcycle,Petrol,0.98
22.2,50.8,26.2,High,Hatchback,Diesel,4.18
18.5,42.7,26,High,Sedan,Petrol,4.44
8.5,15.8,32.3,Moderate,Sedan,Petrol,1.8
15.4,33.6,27.5,High,Hatchback,Petrol,3.33
22,159,8.3,Severe,Motorcycle,Petrol,3.64
3.5,6.3,33.5,Moderate,Sedan,Petrol,0.76
18,57.1,18.9,High,Motorcycle,Petrol,2.31
28.5,133.6,12.8,Severe,Motorcycle,Petrol,4.87
9.9,15.6,38,Moderate,Motorcycle,Petrol,0.99
12.5,78.9,9.5,Severe,Sedan,Petrol,4.32
19.8,21,56.5,Low,Motorcycle,Petrol,1.81
18.5,22.8,48.7,Low,Motorcycle,Petrol,1.66
3.3,6.4,31.1,Moderate,Hatchback,Diesel,0.52
2.1,3.4,37.4,Moderate,Sedan,Petrol,0.48
3.8,4.3,53.6,Low,SUV,Diesel,0.81
7,17.5,24,High,Hatchback,Petrol,1.61
2.3,4.2,32.8,Moderate,Hatchback,Diesel,0.36
6.4,7.8,49.1,Low,Sedan,Petrol,1.27
3,4,44.8,Moderate,Motorcycle,Petrol,0.31
14.7,21.2,41.7,Moderate,Sedan,Diesel,2.78
52.2,105.8,29.6,High,Hatchback,Diesel,10.03
6.3,11.1,34,Moderate,Hatchback,Diesel,0.97
28.4,56.8,30,Moderate,Hatchback,Diesel,4.7
24.8,78.7,18.9,High,SUV,Petrol,9.43
7.3,79.6,5.5,Severe,Sedan,Petrol,2.4
4,15.8,15.2,High,Hatchback,Diesel,0.77
2.1,5.2,24.1,High,SUV,Petrol,0.76
20.4,34.3,35.7,Moderate,SUV,Diesel,5.31
6.1,35.2,10.4,Severe,Hatchback,Diesel,1.57
10.2,16.1,38.1,Moderate,Hatchback,Petrol,1.91
9.8,14.6,40.4,Moderate,SUV,Petrol,2.72
7.8,10.2,45.8,Low,Hatchback,Diesel,1.07
27.5,53.6,30.8,Moderate,SUV,Petrol,7.88
16.1,21.7,44.5,Moderate,Sedan,Petrol,3.43
7.6,7.9,57.6,Low,SUV,Petrol,2.07
21.2,22,57.8,Low,Hatchback,Petrol,3.26
4.2,8.2,30.7,Moderate,Hatchback,Petrol,0.75
6.8,11.9,34.4,Moderate,Sedan,Diesel,1.4
4.5,12.2,22.1,High,Hatchback,Petrol,1.01
13,26.5,29.4,High,Hatchback,Petrol,2.84
19.2,71.1,16.2,High,SUV,Petrol,7.35
28.6,72.7,23.6,High,Sedan,Diesel,7.2
38.3,68.2,33.7,Moderate,SUV,Petrol,11.99
9.8,11.6,50.8,Low,SUV,Petrol,2.45
15.6,28.2,33.2,Moderate,Hatchback,Petrol,2.83
25.9,30.5,50.9,Low,Sedan,Petrol,4.7
18.9,20.8,54.5,Low,Hatchback,Petrol,3.04
8.9,13.7,38.9,Moderate,Motorcycle,Petrol,0.88
16.4,20.9,47,Low,Sedan,Petrol,3.17
14.6,23.7,37,Moderate,Sedan,Petrol,3.08
11.9,23.3,30.7,Moderate,SUV,Petrol,3.44
43.7,117.1,22.4,High,Hatchback,Petrol,10.36
49.8,60,49.8,Low,SUV,Diesel,10.72
4.6,8.7,31.9,Moderate,Hatchback,Petrol,0.87
13.5,24.4,33.2,Moderate,Motorcycle,Petrol,1.45
14,19.5,43,Moderate,Sedan,Diesel,2.53
15,24.9,36.1,Moderate,Hatchback,Diesel,2.4
32.6,53.9,36.3,Moderate,Sedan,Petrol,7.41
5.4,62.3,5.2,Severe,Hatchback,Diesel,1.31
10.3,18.7,33,Moderate,Hatchback,Petrol,1.94
10.9,20.8,31.4,Moderate,Sedan,Petrol,2.38
3,5.8,31.1,Moderate,Hatchback,Petrol,0.55
7.7,37.6,12.3,Severe,Hatchback,Petrol,2.3
19.9,38.8,30.8,Moderate,SUV,Petrol,6.24
7.1,11,38.6,Moderate,Hatchback,Diesel,1.2
26.1,44.7,35,Moderate,Motorcycle,Petrol,2.73
4.6,14.5,19,High,SUV,Petrol,1.73
7.5,9.4,47.8,Low,Hatchback,Diesel,1.05
17.3,30.8,33.7,Moderate,Hatchback,Petrol,3.22
6.8,12.1,33.6,Moderate,Hatchback,Diesel,1.12
14.8,52.2,17,High,Sedan,Diesel,3.54
8.9,65.1,8.2,Severe,SUV,Diesel,3.7
26.9,67.5,23.9,High,Hatchback,Petrol,6.17
9.5,10.2,55.8,Low,Motorcycle,Petrol,0.87
3.9,4.4,53.6,Low,Hatchback,Diesel,0.52
12.3,32.5,22.7,High,Hatchback,Petrol,2.77
16,22.2,43.3,Moderate,Hatchback,Diesel,2.42
2.7,6.4,25.4,High,Hatchback,Petrol,0.59
5.5,13.6,24.3,High,Hatchback,Diesel,1.07
8.7,17.5,29.8,High,Hatchback,Petrol,1.88
7,14.6,28.7,High,Sedan,Petrol,1.7
26.2,61.6,25.5,High,Hatchback,Petrol,5.74
10.3,40.9,15.1,High,Sedan,Petrol,2.78
6.9,7.9,52.6,Low,Hatchback,Petrol,1.06
29.6,91.1,19.5,High,Hatchback,Diesel,5.82
18.7,27.1,41.4,Moderate,Sedan,Petrol,3.88
9.4,26.4,21.4,High,Hatchback,Diesel,1.84
8.4,24.7,20.4,High,SUV,Diesel,2.63
41.6,80.3,31.1,Moderate,Sedan,Petrol,9.22
12.1,21.8,33.3,Moderate,Sedan,Diesel,2.42
18.4,40,27.6,High,Sedan,Petrol,4.63
14.3,21.8,39.3,Moderate,Hatchback,Petrol,2.74
18,25.5,42.4,Moderate,SUV,Petrol,5
3.8,5.3,43.4,Moderate,Hatchback,Petrol,0.68
19.3,29.1,39.8,Moderate,SUV,Diesel,4.82
9.5,18.9,30.2,Moderate,SUV,Petrol,2.84
19.9,69.8,17.1,High,Hatchback,Petrol,4.59
34.1,48.3,42.4,Moderate,Motorcycle,Petrol,3.26
5.7,9.1,37.4,Moderate,SUV,Diesel,1.45
21.9,33.2,39.6,Moderate,Sedan,Petrol,4.88
42.3,82.7,30.7,Moderate,SUV,Diesel,10.43
15.8,27.4,34.6,Moderate,SUV,Petrol,4.76
24.1,26.2,55.2,Low,Sedan,Diesel,4.15
18,19.6,55.2,Low,Hatchback,Petrol,2.91
22.3,42.1,31.8,Moderate,SUV,Petrol,6.95
5.1,6.6,46.5,Low,Hatchback,Diesel,0.73
14.1,22.6,37.5,Moderate,Motorcycle,Petrol,1.53
8,12.8,37.4,Moderate,Hatchback,Diesel,1.26
2,2.3,52.9,Low,Hatchback,Diesel,0.28
11.3,33.2,20.4,High,Sedan,Petrol,3.03
9.1,28.9,18.9,High,SUV,Petrol,3.39
3.1,10.3,18,High,Sedan,Diesel,0.8
8.2,18,27.3,High,Motorcycle,Petrol,0.99
19.6,38.3,30.7,Moderate,Sedan,Diesel,3.76
27.7,51,32.6,Moderate,SUV,Petrol,7.94
15.3,17,54.1,Low,Motorcycle,Petrol,1.41
7.3,7.7,56.6,Low,Sedan,Diesel,1.24
18.4,46.8,23.6,High,Sedan,Diesel,4.42
4.1,6.9,35.8,Moderate,Hatchback,Petrol,0.74
3.6,10.4,20.7,High,SUV,Petrol,1.35
49.3,74.7,39.6,Moderate,Hatchback,Petrol,8.67
8.6,32.9,15.7,High,SUV,Petrol,3.11
12.7,28.1,27.1,High,Hatchback,Petrol,2.56
29,87,20,High,Hatchback,Diesel,5.55
4.5,5.8,46.4,Low,SUV,Diesel,0.99
14.6,29.9,29.3,High,Hatchback,Petrol,3.07
4.1,24.1,10.2,Severe,Hatchback,Petrol,1.19
18.4,27.9,39.6,Moderate,Motorcycle,Petrol,1.95
24.1,44.6,32.4,Moderate,Sedan,Petrol,5.54
7.9,12.4,38.2,Moderate,SUV,Diesel,1.94
5.8,49,7.1,Severe,SUV,Petrol,2.79
3.5,5.3,39.9,Moderate,Sedan,Diesel,0.68
48.2,109.1,26.5,High,Sedan,Petrol,11.77
5.1,8.7,35.1,Moderate,Hatchback,Petrol,0.95
5.4,6.9,47,Low,SUV,Petrol,1.4
15,20.1,44.7,Moderate,Motorcycle,Petrol,1.44
15.7,16.5,57.2,Low,SUV,Petrol,4.21
30.7,84.9,21.7,High,SUV,Petrol,11.83
49.5,184.5,16.1,High,SUV,Petrol,18.16
6.2,27,13.8,Severe,Sedan,Petrol,2.04
12.1,20.6,35.3,Moderate,Hatchback,Petrol,2.14
13.7,65.2,12.6,Severe,Sedan,Petrol,4.87
4.1,6.8,36.2,Moderate,Sedan,Diesel,0.84
14,15.6,53.9,Low,SUV,Petrol,3.8
16,48,20,High,Hatchback,Diesel,3.24
6.5,17.1,22.8,High,Hatchback,Diesel,1.34
11.3,27.4,24.7,High,Sedan,Diesel,2.73
19.7,25.3,46.8,Low,Sedan,Petrol,3.74
6.4,9.8,39.1,Moderate,Hatchback,Petrol,1.21
18.5,46.1,24.1,High,Sedan,Petrol,5.16
5.9,9,39.2,Moderate,Motorcycle,Petrol,0.63
34.9,41.6,50.3,Low,Sedan,Diesel,5.9
17.7,42.7,24.9,High,Motorcycle,Petrol,2.2
7.1,16.1,26.5,High,Sedan,Diesel,1.56
15.2,36.3,25.1,High,SUV,Petrol,5.3
2.4,3.8,37.6,Moderate,Hatchback,Diesel,0.38
5.9,6,58.8,Low,Hatchback,Petrol,0.92
13.2,15.5,51,Low,Motorcycle,Petrol,1.14
13.9,81,10.3,Severe,Hatchback,Petrol,4.09
26.8,52.2,30.8,Moderate,Motorcycle,Petrol,2.71
55.1,162.1,20.4,High,Sedan,Petrol,15.77
12.9,51.9,14.9,Severe,SUV,Petrol,6.3
55.4,68.8,48.3,Low,Hatchback,Petrol,8.61
16.6,49.1,20.3,High,Motorcycle,Petrol,2.12
11.6,59.5,11.7,Severe,SUV,Petrol,5.47
54.4,106.7,30.6,Moderate,Sedan,Petrol,12.01
29.9,60,29.9,High,Hatchback,Petrol,6.02
31,37.1,50.2,Low,SUV,Petrol,8.13
10.2,18.5,33.1,Moderate,Hatchback,Petrol,1.88
3.4,3.6,56.1,Low,Sedan,Petrol,0.66
27.3,56.7,28.9,High,Sedan,Petrol,6.77
9.6,35.6,16.2,High,SUV,Petrol,3.61
19.4,70.5,16.5,High,SUV,Petrol,7.09
17,18.9,53.9,Low,SUV,Petrol,4.41
2.2,12.1,10.9,Severe,SUV,Petrol,1.03
20,94.5,12.7,Severe,Hatchback,Petrol,6.07
19.7,50.1,23.6,High,Sedan,Petrol,5.55
9.1,14.8,36.8,Moderate,Hatchback,Diesel,1.54
9.6,9.6,60,Low,SUV,Diesel,2.07
33.8,35.1,57.7,Low,Hatchback,Diesel,4.96
6.7,6.9,58.5,Low,Hatchback,Petrol,1.06
5.4,7.9,41.1,Moderate,Hatchback,Diesel,0.84
7.1,11.8,36.1,Moderate,Hatchback,Petrol,1.27
8.9,10.8,49.6,Low,Hatchback,Petrol,1.48
8.5,30.5,16.7,High,Hatchback,Petrol,1.88
6.5,19.1,20.4,High,Motorcycle,Petrol,0.83
13.3,24.6,32.4,Moderate,Hatchback,Diesel,2.12
32.2,62.9,30.7,Moderate,Hatchback,Diesel,5.36
24.9,120.5,12.4,Severe,Hatchback,Petrol,7.38
9.5,44.5,12.8,Severe,Motorcycle,Petrol,1.51
14.8,15.1,58.7,Low,Hatchback,Petrol,2.36
3.9,6.6,35.4,Moderate,Hatchback,Diesel,0.6
12.9,45,17.2,High,Hatchback,Petrol,3.05
15.2,26.2,34.8,Moderate,Hatchback,Diesel,2.34
4.6,7.4,37.4,Moderate,Sedan,Petrol,0.98
18,35,30.9,Moderate,SUV,Petrol,5.66
3.6,4.7,46.4,Low,Hatchback,Petrol,0.57
7.1,83.5,5.1,Severe,SUV,Petrol,3.33
7.4,22.4,19.8,High,Hatchback,Petrol,1.69
7.1,28.4,15,High,Motorcycle,Petrol,0.95
12.4,46.2,16.1,High,Motorcycle,Petrol,1.55
10.1,12.7,47.8,Low,Hatchback,Diesel,1.4
7.2,30.6,14.1,Severe,Hatchback,Petrol,2.16
7.9,8.3,56.8,Low,Hatchback,Petrol,1.21
4,10.2,23.5,High,Hatchback,Diesel,0.8
23.1,81.1,17.1,High,Hatchback,Petrol,5.07
40.8,388.6,6.3,Severe,SUV,Petrol,18.99
11,27.3,24.2,High,Hatchback,Petrol,2.6
4.5,8.6,31.5,Moderate,Hatchback,Petrol,0.81
9.8,33.8,17.4,High,SUV,Petrol,3.78
4.3,5.2,49.6,Low,Sedan,Petrol,0.84
14.3,17.5,49,Low,Sedan,Petrol,2.65
17.3,29.4,35.3,Moderate,Sedan,Petrol,3.86
18.7,28.1,39.9,Moderate,Sedan,Petrol,3.97
12.3,17.7,41.6,Moderate,Hatchback,Petrol,2.14
44.3,62.2,42.7,Moderate,Hatchback,Diesel,6.75
8.3,21.9,22.7,High,Sedan,Petrol,2.22
8.3,14.8,33.7,Moderate,SUV,Diesel,2.04
31.7,133.9,14.2,Severe,Hatchback,Diesel,8.18
6.5,15.3,25.5,High,Sedan,Diesel,1.51
18.9,65.5,17.3,High,Hatchback,Diesel,3.9
9.4,12.1,46.5,Low,Sedan,Petrol,1.78
19.3,93.4,12.4,Severe,Sedan,Petrol,6.49
24.3,38.9,37.5,Moderate,Sedan,Diesel,4.55
13.9,24.2,34.4,Moderate,Sedan,Petrol,3.09
17.6,65.2,16.2,High,Hatchback,Diesel,3.6
11,29.1,22.7,High,Hatchback,Petrol,2.41
8.5,14.3,35.7,Moderate,Sedan,Petrol,1.93
2.8,4.6,36.4,Moderate,Sedan,Petrol,0.63
11.4,29,23.6,High,Hatchback,Diesel,2.4
3.6,8.1,26.7,High,Sedan,Petrol,0.91
31.2,165.7,11.3,Severe,Hatchback,Diesel,7.79
9.3,12,46.6,Low,Hatchback,Diesel,1.35
19,22.4,50.9,Low,Sedan,Petrol,3.67
37.7,88.7,25.5,High,Hatchback,Petrol,7.89
14.5,41,21.2,High,Motorcycle,Petrol,1.82
6.8,6.9,59.3,Low,Hatchback,Petrol,1.12
5.2,13.3,23.5,High,Hatchback,Petrol,1.23
3.8,6.7,34.1,Moderate,Sedan,Diesel,0.77
12.1,31.6,23,High,Hatchback,Petrol,2.8
12.7,26,29.3,High,Motorcycle,Petrol,1.5
2.6,4.1,38.2,Moderate,Hatchback,Petrol,0.47
15.9,35.9,26.6,High,Hatchback,Petrol,3.47
9.3,10.4,53.4,Low,Motorcycle,Petrol,0.87
26.1,51.3,30.5,Moderate,Motorcycle,Petrol,2.82
12.5,12.6,59.3,Low,SUV,Petrol,3.38
24.5,45.5,32.3,Moderate,Hatchback,Petrol,4.34
5.8,58,6,Severe,SUV,Diesel,2.22
25.7,27.1,56.8,Low,Hatchback,Diesel,3.45
12,12.9,55.6,Low,Sedan,Petrol,2.36
3.1,15.9,11.7,Severe,Hatchback,Diesel,0.79
21.3,27.2,47,Low,Sedan,Diesel,3.55
5.9,13.3,26.6,High,Sedan,Diesel,1.31
14.9,24.6,36.4,Moderate,Sedan,Petrol,3.36
9.3,14.2,39.2,Moderate,Hatchback,Diesel,1.45
12.9,24,32.3,Moderate,Hatchback,Diesel,2
9.4,18.3,30.8,Moderate,Sedan,Petrol,2.1
5.3,9,35.2,Moderate,Hatchback,Petrol,1
13.1,16.7,47.1,Low,Hatchback,Petrol,2.16
27,39.9,40.6,Moderate,Hatchback,Petrol,4.95
6.8,9.1,44.7,Moderate,Sedan,Diesel,1.21
9.9,29.6,20.1,High,Sedan,Diesel,2.52
4.9,6.8,43.3,Moderate,Motorcycle,Petrol,0.47
10.9,12.8,51.1,Low,SUV,Petrol,2.8
9,13.5,40,Moderate,Hatchback,Diesel,1.41
8.7,9.1,57.3,Low,Sedan,Diesel,1.47
2.3,6.4,21.7,High,SUV,Diesel,0.69
18.1,27.8,39,Moderate,SUV,Diesel,4.74
3.1,3.6,52.1,Low,Hatchback,Petrol,0.48
8.3,10.3,48.4,Low,Sedan,Petrol,1.59
6.3,8.8,43,Moderate,Sedan,Petrol,1.33
10.3,20.2,30.6,Moderate,SUV,Petrol,3.13
5,11.7,25.6,High,Motorcycle,Petrol,0.58
8.8,29.5,17.9,High,Motorcycle,Petrol,1.19
22.5,56.5,23.9,High,Motorcycle,Petrol,2.77
24.3,50.3,29,High,Hatchback,Petrol,5.35
14.6,27.5,31.9,Moderate,Sedan,Diesel,2.73
7,34.7,12.1,Severe,Hatchback,Petrol,2.05
21.9,49.8,26.4,High,Hatchback,Diesel,3.94
18,24.9,43.3,Moderate,Hatchback,Petrol,3.04
15.6,61.2,15.3,High,Hatchback,Petrol,3.76
17.1,17.1,59.9,Low,Sedan,Petrol,3.12
3.8,8.8,25.9,High,SUV,Petrol,1.35
7.8,15.5,30.2,Moderate,SUV,Petrol,2.45
31.8,55.1,34.6,Moderate,SUV,Petrol,9.34
17.4,43.5,24,High,Sedan,Petrol,4.84
3.2,8.3,23.1,High,Hatchback,Petrol,0.7
5.7,8.3,41.3,Moderate,Hatchback,Diesel,0.84
5.6,7,48.3,Low,SUV,Petrol,1.47
11.4,22.6,30.3,Moderate,Hatchback,Petrol,2.09
16.4,50.7,19.4,High,Hatchback,Diesel,3.3
24.8,98.5,15.1,High,Hatchback,Petrol,5.84
22.6,45,30.1,Moderate,Hatchback,Petrol,4.26
7.8,10.6,44.1,Moderate,Hatchback,Petrol,1.38
4.3,18,14.3,Severe,Hatchback,Diesel,1.1
3.3,3.8,51.8,Low,Hatchback,Diesel,0.45
8.4,26,19.4,High,Hatchback,Petrol,1.85
19.2,22.7,50.8,Low,Hatchback,Petrol,3.17
13.9,70.1,11.9,Severe,Sedan,Petrol,4.59
3.3,4.2,47,Low,Hatchback,Petrol,0.53
19.1,34.1,33.6,Moderate,Hatchback,Petrol,3.57
19.9,24.7,48.3,Low,Hatchback,Petrol,3.04
8.7,13.9,37.5,Moderate,Hatchback,Diesel,1.45
3.2,4.8,40.1,Moderate,Hatchback,Petrol,0.57
7,11.3,37.3,Moderate,Sedan,Petrol,1.56
6.7,12.8,31.5,Moderate,Hatchback,Diesel,1.07
12.8,20.4,37.7,Moderate,Hatchback,Diesel,2.03
15.8,33.3,28.5,High,Hatchback,Petrol,3.41
19.8,24.5,48.5,Low,Motorcycle,Petrol,1.81
19.2,37,31.1,Moderate,Hatchback,Petrol,3.63
26.7,95.4,16.8,High,Hatchback,Diesel,5.21
19.1,97.9,11.7,Severe,Motorcycle,Petrol,3.09
5.4,6.8,47.7,Low,Sedan,Diesel,0.91
8.3,10.8,46.3,Low,SUV,Petrol,2.17
2.6,9.8,15.9,High,Hatchback,Petrol,0.57
15.5,178.8,5.2,Severe,Sedan,Petrol,5.3
3.1,3.6,52.3,Low,Sedan,Petrol,0.56
8.5,14.9,34.3,Moderate,Sedan,Petrol,1.94
4.3,5.2,49.7,Low,Hatchback,Petrol,0.7
13.4,75.1,10.7,Severe,Sedan,Diesel,3.98
7.6,13.5,33.9,Moderate,Hatchback,Diesel,1.23
6.9,7.9,52.2,Low,Motorcycle,Petrol,0.63
7.3,10.9,40.2,Moderate,Sedan,Petrol,1.58
3.7,7.3,30.6,Moderate,Hatchback,Petrol,0.71
32.1,37.5,51.4,Low,Hatchback,Petrol,5.32
33.1,47.2,42.1,Moderate,Sedan,Diesel,6.08
9.7,58.8,9.9,Severe,SUV,Diesel,3.8
16.1,127.1,7.6,Severe,Sedan,Petrol,5.5
8.5,12.6,40.6,Moderate,SUV,Petrol,2.41
2,3.8,31.9,Moderate,Sedan,Petrol,0.44
2.9,11,15.8,High,Sedan,Petrol,0.79
5.9,10.6,33.5,Moderate,Hatchback,Petrol,1.08
12.6,27,28,High,Hatchback,Petrol,2.59
29.9,260,6.9,Severe,SUV,Petrol,14.08
18.6,93,12,Severe,SUV,Petrol,9.13
53.1,73.7,43.2,Moderate,Hatchback,Diesel,8.01
14.6,22.1,39.7,Moderate,Sedan,Petrol,3.19
19.5,182.8,6.4,Severe,Hatchback,Petrol,5.79
2.4,3.6,40.5,Moderate,Hatchback,Diesel,0.37
7.8,9.8,48,Low,Sedan,Diesel,1.37
18.1,36.1,30.1,Moderate,Hatchback,Petrol,3.44
8.6,18.2,28.4,High,SUV,Petrol,2.94
5.1,6.9,44.5,Moderate,Sedan,Petrol,1.09
5.6,11.1,30.3,Moderate,SUV,Petrol,1.76
14.1,34.4,24.6,High,SUV,Petrol,5.46
12.5,54,13.9,Severe,Motorcycle,Petrol,2.06
9.9,76.2,7.8,Severe,SUV,Petrol,4.84
7,25.6,16.4,High,Sedan,Petrol,1.83
18.9,24.3,46.6,Low,Hatchback,Petrol,3.02
15.3,35.9,25.6,High,Hatchback,Diesel,2.73
15.1,35,25.9,High,Hatchback,Petrol,3.03
4.2,4.9,51.1,Low,Motorcycle,Petrol,0.37
18.3,20.1,54.5,Low,Hatchback,Petrol,2.85
4.6,8.4,33,Moderate,Sedan,Petrol,1.05
13.2,25.1,31.6,Moderate,SUV,Petrol,3.87
9.4,9.7,58.3,Low,SUV,Diesel,2.05
16.9,56,18.1,High,SUV,Petrol,6.07
13.9,81.8,10.2,Severe,Sedan,Petrol,4.82
25.8,37.8,41,Moderate,Sedan,Diesel,4.66
9,19.3,28,High,Hatchback,Diesel,1.61
4.9,7.6,38.8,Moderate,Sedan,Petrol,1.04
4.9,8.7,33.7,Moderate,SUV,Diesel,1.25
5.1,18.7,16.4,High,Motorcycle,Petrol,0.67
2.3,6,23.1,High,Hatchback,Petrol,0.53
12.1,27.3,26.6,High,Hatchback,Diesel,2.19
8.6,9.2,56.3,Low,Sedan,Petrol,1.66
2.6,3.8,41.1,Moderate,Hatchback,Petrol,0.47
4.4,5.4,48.6,Low,SUV,Petrol,1.11
28,45.3,37.1,Moderate,Motorcycle,Petrol,3.01
17.7,24.7,43,Moderate,SUV,Diesel,4.41
19.2,185.8,6.2,Severe,Motorcycle,Petrol,3.13
3,7.3,24.8,High,Motorcycle,Petrol,0.38
